# id    npts   len        ngal1   ngal2   lum1       lum2       xmin        ymin       zmin        xlen      ylen      zlen     
  13740 8      3.55096    5       5       3.57928    3.57928    -38.195     208.1998   27.8167     0.6058    2.6782    2.2163   
  13741 10     4.59213    5       11      5.70381    13.95489   129.7249    262.0847   29.4806     2.3069    0.872     3.483    
  13742 13     6.21583    4       8       5.34027    10.34932   -195.5035   285.3019   -22.4216    0.6144    5.3543    2.0172   
  13743 13     6.05668    9       12      22.70807   28.22191   -331.0806   238.7782   -16.973     4.5092    3.5241    1.7098   
  13744 8      3.52736    3       3       0.54408    0.54408    -11.0255    69.3201    -27.672     1.9183    2.9452    0.1482   
  13745 10     4.5021     2       8       3.06223    13.25983   -216.9885   181.4697   53.755      1.5503    4.1903    0.3266   
  13746 5      2.01525    2       2       1.23254    1.23254    85.2862     178.1615   38.6363     0.0587    1.4102    1.4349   
  13747 9      4.00827    3       4       4.80217    6.30448    -285.0227   322.1695   -49.5733    0.446     3.4799    1.8855   
  13748 7      3.03572    2       2       0.39866    0.39866    53.551      128.6542   -19.9596    2.6566    1.2221    0.8023   
  13749 8      3.53777    4       5       8.36898    9.75       -243.9806   171.402    63.9537     2.7174    1.4161    1.7592   
  13750 5      2.00277    3       4       4.46565    6.23935    -230.0239   331.3879   18.6249     1.9422    0.3577    0.3263   
  13751 17     8.04131    3       3       2.12432    2.12432    -94.403     174.1503   -28.6185    7.1938    3.0789    1.1696   
  13752 6      2.50637    2       2       1.85623    1.85623    -112.8155   99.1149    -24.4685    1.1579    2.0278    0.9017   
  13753 6      2.51235    3       3       1.13152    1.13152    -9.8247     106.7712   8.9586      2.1331    0.8221    0.996    
  13754 10     4.51906    3       3       1.44811    1.44811    -30.7987    155.0734   39.342      2.8165    3.4566    0.4931   
  13755 6      2.51096    4       4       7.15765    7.15765    17.399      379.218    -124.6647   0.7036    0.8788    2.2294   
  13756 9      4.05032    2       2       2.48904    2.48904    -88.4514    120.7368   -74.6829    3.863     0.4929    0.9745   
  13757 5      2.02001    3       3       0.99425    0.99425    0.6303      94.9518    24.3326     1.5465    1.1561    0.5887   
  13758 5      2.05469    2       2       1.94986    1.94986    -68.5403    201.5911   -135.4059   1.0706    1.2494    1.2268   
  13759 7      3.0486     3       3       0.76375    0.76375    9.1698      85.924     -1.3063     2.464     1.7495    0.2771   
  13760 13     6.2026     15      25      21.44932   37.34578   -154.8428   259.1229   -58.3269    2.9942    4.5309    1.6736   
  13761 8      3.50098    3       3       3.81829    3.81829    59.7333     260.9192   -53.8229    3.1307    0.3604    1.5242   
  13762 7      3.04137    3       3       1.33097    1.33097    -82.8235    180.1974   -116.7095   0.2856    2.6282    1.3701   
  13763 5      2.14863    14      23      13.63126   19.41539   94.0275     229.3135   -66.0836    0.5948    1.2551    1.5187   
  13764 6      2.53347    3       4       0.31983    0.39567    -11.0632    49.0685    0.6383      1.9154    1.3726    0.8818   
  13765 11     5.01513    3       3       3.19313    3.19313    121.7459    179.8109   152.7373    0.1871    1.2101    4.8532   
  13766 12     5.5666     2       2       0.86738    0.86738    -94.5479    88.5714    -30.4221    1.2807    3.729     3.7381   
  13767 18     8.53756    6       7       1.82497    1.92783    41.0806     103.5683   -38.6991    6.1665    5.136     2.0746   
  13768 9      4.00938    2       3       1.63702    2.24729    23.8329     183.2712   77.9555     2.6233    2.8762    0.6667   
  13769 9      4.02694    6       6       5.22406    5.22406    131.805     132.4493   94.6849     3.3223    2.0591    0.6802   
  13770 8      3.50775    3       3       1.64634    1.64634    -56.6088    89.3318    63.0806     1.5708    1.2674    2.8675   
  13771 6      2.54267    2       2       0.73433    0.73433    165.3893    109.4644   -12.8936    0.4823    1.3112    2.0977   
  13772 12     5.59564    3       3       3.91875    3.91875    62.7802     193.1063   -86.5924    0.8546    3.273     4.167    
  13773 9      4.14284    3       3       1.7811     1.7811     -84.299     175.5638   4.8819      1.4224    3.3301    1.7096   
  13774 7      3.04031    2       3       2.93423    4.69264    107.9096    261.9334   208.259     2.0219    2.1868    0.2993   
  13775 9      4.00797    3       4       1.71395    3.41532    149.7396    90.3028    -43.8796    1.2636    3.7489    0.5885   
  13776 12     5.55664    2       2       0.65947    0.65947    -3.9737     107.0833   10.218      1.2328    3.6064    3.8334   
  13777 13     6.0834     5       7       3.83459    5.2024     -57.05      196.0866   -138.3987   4.0022    4.443     0.7549   
  13778 7      3.014      3       3       5.42601    5.42601    185.9642    269.8604   57.6901     0.5308    0.3444    2.8979   
  13779 6      2.63191    3       3       0.54397    0.54397    4.3263      73.6222    31.6316     2.4143    0.5057    0.6236   
  13780 8      3.7737     3       4       1.69504    2.28758    40.7971     189.0555   39.2759     0.774     1.3593    3.0792   
  13781 7      3.00693    3       3       3.12099    3.12099    -252.5986   195.5106   110.0421    1.8807    1.1253    2.0585   
  13782 7      3.00618    3       3       2.63404    2.63404    -82.2536    262.1414   -75.564     1.7748    2.306     0.7536   
  13783 13     6.00844    2       2       4.1665     4.1665     71.6018     296.0627   34.4114     4.2161    1.8157    3.7936   
  13784 10     4.61146    3       10      5.84       11.97922   117.1246    236.3928   61.0059     3.4205    2.952     0.5166   
  13785 8      3.52937    2       2       0.48737    0.48737    -95.3718    79.398     -35.3185    2.3728    0.5798    2.4794   
  13786 5      2.02051    2       4       3.62716    7.92094    -92.3705    290.7526   -7.7136     0.1949    0.5699    1.9171   
  13787 7      3.03275    2       2       2.05264    2.05264    154.2396    333.8005   28.2606     1.5727    1.4068    2.1607   
  13788 13     6.01652    3       3       7.00095    7.00095    -190.5981   264.5882   -27.1879    3.204     4.2798    2.4781   
  13789 9      4.03432    2       2       2.3351     2.3351     -141.6185   183.1732   -64.0675    0.3059    2.8228    2.7412   
  13790 7      3.02883    4       4       5.56492    5.56492    215.724     172.6836   35.613      0.6827    1.5867    2.4793   
  13791 8      3.51444    2       2       1.64835    1.64835    -23.9631    167.0799   64.4337     1.4821    2.1015    2.3836   
  13792 13     6.02588    2       2       1.05911    1.05911    -69.1127    94.0742    26.3584     4.8013    1.2539    3.1709   
  13793 5      2.01052    2       2       3.98478    3.98478    -75.0056    198.2564   -133.9694   1.9773    0.1797    0.2564   
  13794 10     4.51041    3       3       2.41513    2.41513    126.4711    241.4829   42.1902     2.1907    3.2771    2.1331   
  13795 6      2.51229    3       6       3.73993    7.73836    229.9672    161.6438   49.6752     1.3511    0.3199    2.093    
  13796 5      2.0014     4       4       4.42667    4.42667    -199.0231   162.2254   -92.121     1.9869    0.0129    0.2375   
  13797 5      2.02954    3       9       1.47852    11.71309   166.8839    181.6674   32.5741     1.6491    1.1671    0.0756   
  13798 10     4.53532    4       5       2.30775    2.79045    151.6514    131.5597   -58.2215    1.2083    0.674     4.1958   
  13799 7      3.08038    3       4       5.27914    5.90662    -80.2032    181.0811   -114.2523   1.3298    2.6634    0.7652   
  13800 10     4.5094     2       2       0.46403    0.46403    4.7925      120.4131   60.5561     3.4404    2.8037    0.6947   
  13801 13     6.03127    4       5       2.29242    2.67606    68.3685     97.2413    -65.4792    3.8006    0.7444    4.5256   
  13802 6      2.50515    3       3       1.41879    1.41879    11.8716     106.2456   28.6083     0.2652    2.3196    0.9008   
  13803 5      2.01013    2       2       2.25865    2.25865    -2.1838     224.0115   -21.5637    1.6012    1.1612    0.3559   
  13804 5      2.05889    4       5       9.07736    11.26391   -209.942    313.4659   -210.5723   1.648     1.1398    0.2249   
  13805 10     4.51344    3       4       4.49043    6.01014    295.2546    257.9453   -81.117     0.6997    2.3455    3.6849   
  13806 7      3.0157     3       3       7.16099    7.16099    201.562     275.3358   40.2847     2.8563    0.6498    0.6329   
  13807 12     5.5296     3       6       1.30446    2.81341    -27.6875    163.5133   98.426      2.4976    0.9399    4.7539   
  13808 7      3.06358    4       4       6.15426    6.15426    67.1071     292.0414   -30.1801    0.682     1.1211    2.6782   
  13809 11     5.08142    3       5       2.85884    4.77939    175.3413    187.0663   -106.1717   3.8544    0.1624    3.2697   
  13810 13     6.01102    4       7       7.76758    13.27693   34.3541     356.2388   -201.1096   0.7669    5.5976    1.8882   
  13811 12     5.51983    4       4       6.39621    6.39621    189.1484    184.6358   128.9125    3.2286    4.4393    0.2806   
  13812 5      2.00659    4       5       4.54718    7.01595    -112.8455   230.9927   69.7176     1.6425    0.0812    1.1463   
  13813 9      4.04486    3       3       1.12166    1.12166    -90.6178    54.7913    29.6436     1.1865    0.0775    3.7313   
  13814 9      4.0332     3       5       3.20834    5.40295    -105.1285   270.1179   -159.2397   3.0774    2.0139    1.4981   
  13815 16     7.54639    5       5       5.26573    5.26573    180.9499    137.9306   60.4975     2.9275    1.5479    6.5859   
  13816 11     5.01369    4       5       4.38391    5.55459    89.8719     283.5096   56.1413     0.2195    0.7418    4.9219   
  13817 11     5.03091    2       4       1.45343    2.5942     53.9885     189.0001   -62.3304    4.9665    0.3925    0.1117   
  13818 7      3.00916    3       3       0.71088    0.71088    -43.7108    98.9522    -28.0597    0.9594    0.9542    2.6779   
  13819 12     5.53589    3       3       3.25       3.25       174.1401    131.669    83.891      1.0385    4.1172    3.4183   
  13820 7      3.03824    2       3       1.20934    2.22812    -54.7528    188.0763   96.1628     1.1102    1.6689    2.2349   
  13821 7      3.05591    3       4       0.92036    1.17723    70.5872     148.1198   -25.9945    0.6849    1.9313    2.2639   
  13822 6      2.54188    4       4       1.3768     1.3768     -92.9477    71.0582    -7.5369     1.2914    1.9608    0.8697   
  13823 9      4.04321    4       4       4.8384     4.8384     -137.5146   249.0951   -43.4284    3.6493    1.6168    0.1663   
  13824 5      2.04142    3       3       3.14902    3.14902    43.2973     278.2901   -132.31     0.9177    1.7883    0.1471   
  13825 8      3.55528    3       3       3.43546    3.43546    -118.5948   147.7503   37.8572     1.9189    1.4656    2.3842   
  13826 10     4.51063    2       3       2.30543    2.93314    -74.3632    241.7279   -94.4662    1.3891    3.2942    2.6941   
  13827 12     5.58445    3       4       1.96884    3.50261    -26.961     249.462    20.452      5.3283    0.5398    0.8057   
  13828 7      3.0258     5       6       7.86038    8.75163    -260.4092   213.6497   61.6438     1.6555    2.066     1.3667   
  13829 5      2.04202    3       3       5.42221    5.42221    157.9087    189.5806   74.2761     1.4166    0.3289    1.3403   
  13830 11     5.011      4       5       2.58079    3.56091    -20.8193    225.5863   -102.8297   1.2284    3.096     3.7105   
  13831 16     7.54545    4       8       7.13401    9.47452    -147.1303   182.7047   116.1646    3.6946    2.6415    5.725    
  13832 8      3.51114    4       4       8.53851    8.53851    -316.0881   226.519    -20.1768    0.8671    2.3541    2.4461   
  13833 8      3.50162    3       3       1.75904    1.75904    54.4811     103.8195   -2.9069     3.1088    0.1453    1.5963   
  13834 5      2.05147    3       4       0.5423     0.56908    -28.3989    20.3091    -11.3319    0.392     0.8477    1.736    
  13835 5      2.06133    4       5       3.71587    4.17571    125.888     192.435    37.738      0.866     0.4403    1.8091   
  13836 7      3.0244     3       3       2.84274    2.84274    -76.142     119.5351   28.9162     0.0983    2.2845    1.965    
  13837 8      3.55727    7       11      5.14943    7.39041    32.2598     188.1121   81.585      0.3375    3.4651    0.6955   
  13838 5      2.00739    4       5       1.06065    1.29395    48.4949     120.4171   -76.3197    1.9567    0.4051    0.0721   
  13839 5      2.0007     2       2       0.13593    0.13593    70.0568     41.8638    14.6475     1.6591    0.4082    1.0387   
  13840 7      3.02315    4       4       4.89002    4.89002    -176.4592   283.519    21.5476     2.6531    1.2897    0.4458   
  13841 5      2.04188    8       9       7.84029    8.44074    -17.2167    226.2445   -65.686     1.6158    0.7853    0.9625   
  13842 10     4.51913    2       4       1.33615    2.78719    -139.3976   217.5832   24.3532     4.3682    0.375     0.6379   
  13843 10     4.56043    6       8       10.20165   12.67664   126.9955    288.7284   -66.6769    0.3562    2.5393    3.6666   
  13844 7      3.04637    2       2       3.15803    3.15803    189.7268    231.0319   32.0926     2.0279    1.8497    1.1035   
  13845 10     4.50952    4       4       3.47354    3.47354    -63.2051    99.841     71.5479     4.1447    1.2719    1.2301   
  13846 10     4.60467    11      16      8.6993     11.45805   164.0615    113.6469   -68.2647    0.9417    3.4022    2.8813   
  13847 12     5.5098     3       4       1.65799    3.48105    108.0154    136.863    -84.3246    4.0924    2.0921    2.9033   
  13848 14     6.53197    15      20      15.19294   19.27895   -169.246    179.0599   56.2683     5.2989    3.2945    0.6443   
  13849 5      2.02764    4       4       4.12276    4.12276    -3.8625     355.1734   44.2636     0.1948    1.8298    0.7072   
  13850 6      2.65447    2       2       3.09865    3.09865    20.5425     197.3754   -42.4141    2.3057    0.5977    0.8516   
  13851 13     6.01504    3       5       4.10354    7.74647    -105.0306   160.0831   -115.8527   1.0182    1.367     5.6888   
  13852 8      3.52124    4       4       9.42193    9.42193    -230.0019   278.5842   -94.8745    0.6162    1.1251    3.2587   
  13853 6      2.50081    2       2       0.53514    0.53514    -117.902    95.0637    47.104      0.6549    0.0642    2.4126   
  13854 6      2.51841    7       16      4.51991    14.88418   33.0377     219.5391   3.6795      1.4245    1.1638    1.7063   
  13855 8      3.50187    3       3       2.13567    2.13567    -9.7286     212.1856   6.5142      1.3267    0.837     3.1281   
  13856 10     4.59205    4       4       0.65495    0.65495    -16.2627    51.0853    2.2138      1.0746    3.1775    2.8119   
  13857 8      3.52288    3       3       1.95151    1.95151    -77.9137    117.206    22.4564     0.4563    3.4357    0.6191   
  13858 10     4.53478    3       5       4.78084    6.90135    -237.4365   160.4835   76.2058     0.6801    1.0533    4.309    
  13859 10     4.52562    3       3       4.71605    4.71605    -241.554    199.7879   142.0043    2.3601    3.8302    0.2584   
  13860 5      2.00295    4       5       6.81034    8.51156    155.8603    277.9864   -79.218     0.7899    0.2294    1.8227   
  13861 9      4.01089    3       3       0.28725    0.28725    -49.371     66.666     -45.9452    0.725     1.5173    3.6358   
  13862 14     6.5098     3       4       5.58263    7.93855    24.975      196.6228   -136.1068   5.7655    1.4186    2.6255   
  13863 5      2.08621    3       4       3.27004    4.31765    183.5177    272.9642   28.4132     1.6823    0.1712    1.2174   
  13864 14     6.56988    4       5       2.63704    3.66942    5.3198      154.3917   6.7987      3.2244    5.1486    1.7278   
  13865 7      3.03358    3       3       2.31009    2.31009    -158.2252   157.1149   -75.5796    1.4965    1.0143    2.4074   
  13866 6      2.51194    4       5       5.23131    6.27478    24.3824     278.3225   190.2548    1.6931    0.2588    1.8326   
  13867 17     8.10441    3       4       2.21349    2.66865    -12.7266    174.4767   -88.4892    3.2023    5.8717    3.6433   
  13868 6      2.49527    2       2       1.28852    1.28852    62.8623     84.6362    -25.8107    0.1794    2.4483    0.1923   
  13869 7      3.03392    3       3       2.33396    2.33396    -167.792    122.8645   -32.3179    1.7598    2.0988    1.3018   
  13870 11     5.08526    3       3       2.99997    2.99997    189.5391    169.1724   19.5943     4.2988    0.3356    2.5997   
  13871 9      4.04575    3       3       1.58738    1.58738    -9.4628     203.7441   -107.7622   3.9351    0.9166    0.0944   
  13872 8      3.50455    2       3       0.15817    0.2069     18.3741     56.8392    33.4951     1.4222    3.1871    0.1974   
  13873 11     5.00327    6       6       0.3884     0.3884     20.311      31.4497    5.0755      1.728     1.99      4.2444   
  13874 14     6.56186    2       2       1.31776    1.31776    49.131      190.7066   -86.3052    0.7558    4.8581    4.1755   
  13875 10     4.52632    2       2       1.748      1.748      -163.407    184.7587   23.3421     1.0988    4.2655    1.0054   
  13876 5      2.0141     2       3       0.18509    0.22996    14.8115     69.542     -2.4167     1.1383    0.7288    1.4926   
  13877 14     6.50729    5       6       4.40486    4.99062    -46.1023    257.2763   79.5891     3.2953    0.1741    5.6013   
  13878 6      2.50417    2       3       3.78339    4.61324    -88.3849    232.5478   -43.7703    0.8915    2.3247    0.2585   
  13879 7      3.02267    3       3       2.51123    2.51123    -73.6668    167.539    -20.8933    1.3961    1.0844    2.4454   
  13880 14     6.53594    4       4       4.38325    4.38325    38.4547     215.1739   116.7957    5.9745    2.3561    0.7792   
  13881 20     9.55209    6       7       3.72195    4.90194    151.647     90.56      17.6715     7.0515    3.7113    4.5832   
  13882 10     4.52682    2       2       1.67344    1.67344    -30.1322    207.6928   -119.7248   0.2416    3.0215    3.3087   
  13883 5      2.04681    2       2       1.44683    1.44683    -68.908     200.2136   -131.4772   1.383     0.121     1.4764   
  13884 11     5.0657     3       3       2.48831    2.48831    29.6476     278.6611   163.7262    2.3153    0.7157    4.3679   
  13885 5      2.01048    2       2       1.11971    1.11971    10.9679     234.6463   -71.7225    0.4006    1.9205    0.3924   
  13886 6      2.49948    3       3       1.14047    1.14047    82.213      120.2087   23.8249     1.0129    2.1696    0.6555   
  13887 8      3.58495    3       4       3.77352    4.51061    107.171     243.9754   -151.185    3.1864    1.2734    0.7628   
  13888 12     5.5106     3       5       4.15287    8.03053    233.943     251.3243   117.1879    0.0668    2.1564    5.065    
  13889 5      2.27938    2       3       1.32204    2.16716    56.4155     180.2691   -112.7413   2.0419    0.737     0.3646   
  13890 14     6.57562    5       5       4.16169    4.16169    92.7978     163.8347   -60.9774    4.2224    4.1269    2.5857   
  13891 5      2.0317     2       2       0.23437    0.23437    -80.3184    75.7638    -40.2812    0.1875    1.1863    1.6253   
  13892 9      4.03588    10      22      16.72733   34.97365   190.6714    175.1579   26.0761     1.4407    3.4142    1.3688   
  13893 8      3.51828    2       2       0.08945    0.08945    31.9555     57.6545    43.2526     1.1609    0.4782    3.1963   
  13894 10     4.58183    3       3       3.65918    3.65918    -191.3357   280.9272   -47.7684    4.2427    0.8737    1.0118   
  13895 5      2.01275    2       2       1.50897    1.50897    -32.5162    180.7566   95.9942     0.2026    1.7858    0.9041   
  13896 8      3.52895    2       5       1.64558    3.87326    14.3653     211.5928   82.1746     1.4376    1.8679    2.611    
  13897 6      2.50099    3       3       2.68094    2.68094    74.8444     180.2919   -45.7143    0.2641    2.0858    1.3511   
  13898 5      2.02009    3       3       6.17489    6.17489    22.9977     295.8907   149.3818    1.9676    0.2645    0.3556   
  13899 20     9.57594    4       9       2.71692    4.8257     64.0829     94.6607    -32.5813    7.1532    2.7408    5.3544   
  13900 5      2.05208    4       4       4.17137    4.17137    -210.9624   141.8421   89.216      0.6953    0.4395    1.8723   
  13901 5      2.00354    3       3       0.98086    0.98086    -83.9563    52.3902    -18.5997    0.3057    1.0693    1.6609   
  13902 12     5.54306    3       3       1.00358    1.00358    59.64       126.1173   -40.553     1.9179    3.9143    3.3751   
  13903 9      4.04733    3       4       2.50491    2.89271    -93.0017    163.1559   115.4311    2.1441    0.147     3.3867   
  13904 5      2.04212    2       3       0.3375     1.00369    62.1836     59.3723    3.7415      1.7189    0.142     0.9846   
  13905 7      3.05803    3       4       1.57447    1.89186    -43.5954    212.4635   29.9962     1.8558    1.6386    1.6549   
  13906 12     5.5259     5       5       4.20892    4.20892    24.8583     157.5793   87.9067     4.1049    1.3283    3.3382   
  13907 5      2.00203    3       3       2.09642    2.09642    -7.6123     264.7004   -95.5061    1.4656    1.2301    0.5816   
  13908 11     5.08897    5       5       5.87224    5.87224    -41.3648    216.0577   -95.3843    4.236     1.7414    2.0537   
  13909 14     6.51307    3       3       2.75651    2.75651    174.6812    192.5725   157.5184    2.2452    5.9837    0.6783   
  13910 9      4.01434    3       4       2.27765    2.51939    36.5753     78.1797    -29.6608    2.9135    1.8701    1.934    
  13911 7      3.24985    2       2       3.43544    3.43544    18.4034     155.9325   -54.0388    1.1523    1.1627    2.7313   
  13912 9      4.02436    2       3       2.14447    2.45645    166.9511    133.6077   -8.6197     2.0999    3.1653    1.2204   
  13913 6      2.59458    2       2       0.55974    0.55974    9.37        164.768    69.4502     1.7424    0.4687    1.6822   
  13914 10     4.51996    2       2       0.88772    0.88772    152.4091    106.1254   41.4906     3.5347    2.6645    0.5498   
  13915 7      3.00792    5       8       4.01839    6.45986    -126.4273   121.4213   29.1479     0.3997    2.0445    2.1557   
  13916 14     6.52438    3       3       0.92338    0.92338    1.0421      82.5774    31.9391     4.0523    2.9515    4.0903   
  13917 5      2.03423    3       3       5.26323    5.26323    102.8013    314.5544   219.1653    1.6135    0.7049    1.0002   
  13918 6      2.51023    3       3       1.57636    1.57636    36.8688     136.7836   27.2304     0.5409    1.6367    1.8236   
  13919 9      4.11461    21      38      6.88493    16.99892   -28.1049    53.1415    -24.8108    0.6344    3.0048    2.1508   
  13920 17     8.13826    5       7       8.21379    9.23014    171.0289    125.2351   44.7175     2.3997    4.129     6.4269   
  13921 8      3.52151    3       3       2.72967    2.72967    8.3076      104.899    71.5334     2.3988    2.1427    1.2642   
  13922 7      3.00353    3       4       1.59068    1.66625    -51.2875    70.1584    -44.7383    2.1402    0.6815    1.9889   
  13923 8      3.51388    3       3       1.26338    1.26338    -89.5704    74.8019    -9.8443     1.0076    3.2541    0.633    
  13924 11     5.0215     4       5       11.78847   13.23125   -88.1636    268.8068   183.1572    0.2285    0.2336    4.9787   
  13925 6      2.52111    4       6       4.22137    6.2296     -36.7514    235.1414   -162.8808   0.1409    0.1906    2.496    
  13926 8      3.57829    2       2       0.96406    0.96406    66.5409     152.9437   -11.8055    1.4194    3.1545    0.5492   
  13927 13     6.03006    3       3       0.84466    0.84466    -89.6371    134.6449   -61.4785    4.5708    3.4714    1.752    
  13928 14     6.51061    2       6       3.2813     4.2212     -55.8592    75.0919    -43.7293    1.9476    5.1747    3.3073   
  13929 6      2.50682    3       3       2.11682    2.11682    -85.64      128.0119   -9.0403     2.021     1.0674    1.0274   
  13930 6      2.57616    3       3       1.27494    1.27494    -85.444     65.9605    28.8156     1.8606    0.7248    1.6196   
  13931 9      4.01206    4       4       2.97686    2.97686    84.3996     75.6817    58.3429     1.7624    0.9304    3.461    
  13932 7      3.02668    2       2       0.60891    0.60891    52.1112     102.9269   -12.308     1.2697    2.6095    0.7343   
  13933 6      2.55324    15      18      20.89115   24.92625   -180.2565   201.6389   -25.6437    0.6852    2.3414    0.3004   
  13934 18     8.53997    6       6       6.09957    6.09957    70.665      142.7497   -37.2891    4.5267    6.6269    2.2268   
  13935 5      2.01577    2       2       0.24302    0.24302    52.2607     39.1515    9.5765      1.6318    0.1093    1.1658   
  13936 11     5.01914    3       3       2.45496    2.45496    -100.7547   83.0814    -33.1737    2.7321    2.1976    3.518    
  13937 6      2.52275    5       5       6.35342    6.35342    221.7277    198.0091   59.3047     2.0826    0.3763    1.3647   
  13938 8      3.54194    3       4       1.02232    1.25817    88.8677     120.3671   -25.5462    0.3764    1.3205    3.2311   
  13939 8      3.5919     2       2       1.17607    1.17607    -45.2551    172.7921   51.669      0.6469    0.4997    3.4703   
  13940 5      2.00375    2       3       1.04311    1.50447    -54.5965    220.9367   51.7569     0.0229    0.5975    1.912    
  13941 6      2.50396    2       3       1.14002    1.5538     -29.0589    205.8829   -28.3382    0.9016    0.4225    2.2956   
  13942 7      3.0637     3       3       2.5005     2.5005     10.9213     201.526    68.6255     0.1451    0.2469    3.0273   
  13943 9      4.07702    2       2       0.94258    0.94258    -152.6435   80.4277    28.8768     2.4712    2.5165    1.7985   
  13944 8      3.66107    17      22      14.51956   18.34371   -9.2129     224.7843   -110.1591   0.9882    3.0888    1.6042   
  13945 6      2.52944    2       5       3.10665    7.8958     6.0267      375.9103   -73.4396    0.2023    0.5068    2.4674   
  13946 9      4.00174    3       3       4.5129     4.5129     -195.7483   284.8266   8.5384      2.029     3.4443    0.0739   
  13947 10     4.53317    3       3       1.00198    1.00198    -102.1328   126.5233   30.0759     2.5185    2.7436    2.4553   
  13948 13     6.01228    3       7       4.28348    8.74528    -70.003     322.8178   -64.8566    5.9558    0.352     0.4508   
  13949 14     6.61274    6       8       5.08643    5.59348    133.2335    118.6555   42.0319     1.8646    2.6632    5.576    
  13950 12     5.55592    3       3       3.34775    3.34775    -93.0146    153.4029   61.9596     3.3832    3.9903    1.5678   
  13951 7      3.09561    3       3       4.61593    4.61593    -3.1374     358.1135   -170.6848   0.4819    2.982     0.4619   
  13952 7      3.0101     3       3       3.20681    3.20681    30.5003     69.7255    43.7777     2.1277    1.8992    0.9437   
  13953 14     6.54995    4       4       2.26246    2.26246    -56.8306    206.9622   46.8526     5.805     2.8509    0.8532   
  13954 9      4.04117    4       5       4.90239    8.54154    -12.3222    285.5839   86.793      2.6585    1.3618    2.4857   
  13955 11     5.03155    5       5       7.79498    7.79498    -127.2184   255.0763   54.7281     0.4677    4.3317    2.4066   
  13956 13     6.04624    6       6       8.83971    8.83971    -96.1126    384.059    -20.2283    4.2317    3.3356    2.4732   
  13957 7      3.00945    2       5       3.75267    10.36237   106.5287    356.4698   61.543      2.7787    0.8676    0.7542   
  13958 6      2.53106    2       2       0.09556    0.09556    -65.3655    29.4996    -18.3469    1.3457    1.8905    0.9904   
  13959 5      2.01908    2       3       2.39686    3.24627    219.6744    124.2687   43.4453     0.696     1.5399    1.0597   
  13960 13     6.05009    2       2       0.55903    0.55903    44.4759     73.9694    -50.6363    4.3702    3.2767    2.2417   
  13961 5      2.00109    2       2       2.82601    2.82601    231.0149    172.3175   26.1589     1.98      0.0917    0.2747   
  13962 6      2.61834    2       2       0.43301    0.43301    48.6075     36.9266    0.4969      1.1926    0.6997    2.2083   
  13963 7      3.01983    2       5       1.11885    2.71471    -74.3143    148.5631   -31.1235    0.5598    2.935     0.3889   
  13964 9      4.01001    3       3       5.13934    5.13934    285.2361    252.6891   -58.4698    2.4377    2.2957    2.1865   
  13965 15     7.04405    5       5       7.24394    7.24394    83.4011     166.0131   34.2208     6.346     2.3902    0.528    
  13966 7      3.02227    4       4       2.06315    2.06315    105.2837    118.1232   49.8198     1.0961    2.0427    1.8448   
  13967 5      2.03426    2       2       2.41075    2.41075    76.9625     215.786    -37.7696    1.9894    0.0805    0.4097   
  13968 7      3.00242    3       5       7.00628    8.66959    106.5691    303.3937   -85.8844    0.4836    2.7093    1.1403   
  13969 13     6.04072    3       3       0.28969    0.28969    53.2717     38.3637    -3.0791     5.0887    1.9135    2.504    
  13970 7      3.0225     2       2       1.44382    1.44382    5.1669      84.5322    -15.4509    1.9955    0.8298    2.0603   
  13971 8      3.53539    2       2       0.16603    0.16603    -89.2659    61.253     13.6179     0.2286    2.6897    2.1304   
  13972 11     5.0135     5       5       2.9642     2.9642     -26.4156    163.5268   113.1884    4.84      1.1194    0.3651   
  13973 7      3.0342     4       9       2.99279    5.72445    31.1304     190.7738   -56.9605    1.0874    1.4905    2.3838   
  13974 7      3.02053    3       3       6.14555    6.14555    202.6064    333.7784   52.5609     1.5612    0.2119    2.5727   
  13975 18     8.55007    7       9       12.36864   16.9675    0.11        390.0291   27.2638     6.7797    3.0266    4.051    
  13976 11     5.01176    3       5       4.01564    5.38273    49.2832     207.2798   15.4004     2.3524    2.9668    3.2738   
  13977 11     5.03211    4       4       3.11272    3.11272    176.5375    156.3875   -93.1751    0.4615    1.2192    4.773    
  13978 5      2.00394    5       6       9.0576     10.64527   -62.9567    263.0074   89.9538     1.4381    1.2953    0.3692   
  13979 9      4.01526    2       2       4.35129    4.35129    -224.963    262.0146   -123.2297   3.5677    1.606     0.7492   
  13980 5      2.06504    10      14      18.70962   27.98953   223.5614    255.6477   100.7529    0.4665    1.8876    0.437    
  13981 5      2.01117    2       3       3.18514    4.28739    208.0232    307.1225   40.1106     0.894     0.7829    1.6068   
  13982 12     5.50693    3       3       3.30716    3.30716    -156.3727   91.186     -40.2533    2.4416    4.8796    0.2727   
  13983 7      3.10065    4       4       0.66827    0.66827    26.5992     55.9427    -17.257     1.5311    1.6845    1.9028   
  13984 15     7.05641    3       3       2.63603    2.63603    -85.6924    155.2585   108.5896    2.4287    4.3963    4.8444   
  13985 10     4.52107    3       4       2.39729    3.69638    -132.2924   153.0161   44.0279     1.7863    1.2693    3.8682   
  13986 8      3.5118     2       2       2.06799    2.06799    -158.2314   163.611    -73.0579    1.6855    0.6398    2.9394   
